,id,alias,name,url,review_count,rating,transactions,price,phone,category,latitude,longitude
10,WqQKSw8YEyyImnbzggmG5w,red-star-taco-bar-seattle,Red Star Taco Bar,https://www.yelp.com/biz/red-star-taco-bar-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,336,4.0,['delivery'],$$,+12062583087,"mexican,cocktailbars",47.6514130785983,-122.351609878242
11,bKuX7i96PXUUg-3PdPXWzg,cocina-oaxaca-seattle-2,Cocina Oaxaca,https://www.yelp.com/biz/cocina-oaxaca-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,90,4.5,"['delivery', 'pickup']",$$,+12067290980,mexican,47.6857307252324,-122.337145201195
12,lTx4VLOA8FvJraFv4vhriw,la-villa-mexican-restaurant-seattle-2,La Villa Mexican Restaurant,https://www.yelp.com/biz/la-villa-mexican-restaurant-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,69,4.0,['delivery'],$$,+12063973555,"mexican,bars",47.668665,-122.290936
13,Jl51soj64xo1o5Jb98eoyw,tacos-guaymas-seattle-5,Tacos Guaymas,https://www.yelp.com/biz/tacos-guaymas-seattle-5?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,272,3.0,"['delivery', 'pickup']",$$,+12067296563,"mexican,salad,bars",47.67815,-122.32775
14,Dz2iqMDZyGA50g9VXT89QA,mas-cafe-seattle,Mas Cafe,https://www.yelp.com/biz/mas-cafe-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,18,4.5,"['delivery', 'pickup']",,+12064204623,"coffee,mexican,breakfast_brunch",47.648195,-122.334589
15,B9QnfF7SF5aYoph_ijDObQ,d-la-santa-seattle,D' La Santa,https://www.yelp.com/biz/d-la-santa-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,294,4.5,"['delivery', 'pickup']",$$,+12067092222,"mexican,steak",47.64123,-122.3202
16,1PhVjWWx0BFfuQvFk-WrtA,mendozas-mexican-mercado-seattle,Mendoza's Mexican Mercado,https://www.yelp.com/biz/mendozas-mexican-mercado-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,86,4.5,"['delivery', 'pickup']",$,+12062451089,"grocery,meats,tacos",47.68601,-122.34491
17,1xKrv2QFYV-5A83fOUtlOQ,pablo-y-pablo-seattle,Pablo y Pablo,https://www.yelp.com/biz/pablo-y-pablo-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,341,3.5,['delivery'],$$,+12069733505,"mexican,cocktailbars",47.64793,-122.33855
18,_0njZVH4dgO47QtvfpaALg,el-naranjo-seattle,El Naranjo,https://www.yelp.com/biz/el-naranjo-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,48,4.0,['delivery'],$,+12538806439,"mexican,foodtrucks",47.6816598887399,-122.343953344551
19,bu5AlZ9P93829vbmAk97iw,pecado-bueno-seattle-6,Pecado Bueno,https://www.yelp.com/biz/pecado-bueno-seattle-6?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,544,4.0,"['delivery', 'pickup']",$$,+12064578837,mexican,47.6592445373535,-122.350311279297
20,dUR6C4wH9jUNfz6jhs9evQ,la-conasupo-restaurant-and-market-seattle-2,La Conasupo Restaurant and Market,https://www.yelp.com/biz/la-conasupo-restaurant-and-market-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,41,4.0,['delivery'],$,+12067820533,"grocery,mexican",47.6914299,-122.3549
21,N2EzxRdyZhPe77GPiT6obQ,casa-patrón-seattle-3,Casa Patrón,https://www.yelp.com/biz/casa-patr%C3%B3n-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,290,4.0,"['pickup', 'delivery']",$$,+12069237680,"mexican,bars,seafood",47.675669,-122.31954
22,q5qsgdX66gpNjCeTANHSWg,monarca-express-seattle,Monarca Express,https://www.yelp.com/biz/monarca-express-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,54,4.0,['delivery'],$,+12069317220,"foodtrucks,mexican",47.6919878,-122.3066184
23,cXy8VHX3REGTBQfwk5VTBQ,rositas-seattle,Rosita's,https://www.yelp.com/biz/rositas-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,450,4.0,['delivery'],$$,+12065233031,mexican,47.68084,-122.32461
24,2dJiZfjTjNayPiey0AAo2Q,el-legendario-mexican-restaurant-seattle,El Legendario Mexican Restaurant,https://www.yelp.com/biz/el-legendario-mexican-restaurant-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,178,4.0,"['pickup', 'delivery']",$$,+12065399731,mexican,47.6630959404654,-122.347594946623
25,w29GDwFn80F-5cNIEoLlQw,taco-time-seattle-6,Taco Time,https://www.yelp.com/biz/taco-time-seattle-6?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,92,3.0,['delivery'],$,+12065477217,mexican,47.66157,-122.33167
26,xkRmagOWbvzSs2KxTMy4ug,flair-taco-seattle,Flair Taco,https://www.yelp.com/biz/flair-taco-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,128,3.5,['delivery'],$,+12063562475,"foodtrucks,tacos",47.6520462036133,-122.354774475098
27,z9YzVb0Tn6J5Z7a0uZSXsg,luna-azul-seattle,Luna Azul,https://www.yelp.com/biz/luna-azul-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,181,4.5,"['pickup', 'delivery']",$$,+12067065392,"mexican,latin,beerbar",47.69155,-122.35498
28,wE-gNIBhkmxDv5f50rRX7Q,chipotle-mexican-grill-seattle-5,Chipotle Mexican Grill,https://www.yelp.com/biz/chipotle-mexican-grill-seattle-5?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,261,3.5,['delivery'],$,+12065474644,"hotdogs,mexican",47.6592463,-122.313402274222
29,WvSxKBy7TOZP52csSar65w,little-water-cantina-seattle,Little Water Cantina,https://www.yelp.com/biz/little-water-cantina-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,472,3.0,"['pickup', 'delivery']",$$,+12063974940,"mexican,sportsbars",47.64723,-122.32491
30,7DPYPiqvGluEN_UXHTBhTQ,pecado-bueno-seattle-5,Pecado Bueno,https://www.yelp.com/biz/pecado-bueno-seattle-5?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,109,3.5,"['pickup', 'delivery']",$$,+12066877423,"mexican,breakfast_brunch,diners",47.64122,-122.32552
31,pEPGTcjFuu5mDbYBYevcKA,qdoba-mexican-eats-seattle-6,QDOBA Mexican Eats,https://www.yelp.com/biz/qdoba-mexican-eats-seattle-6?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,102,3.0,"['pickup', 'delivery']",$,+12065470803,"mexican,hotdogs",47.6614673237322,-122.315230509303
32,qzIumu1abxuNyvpH_JzI_A,arepa-venezuelan-kitchen-seattle,Arepa Venezuelan Kitchen,https://www.yelp.com/biz/arepa-venezuelan-kitchen-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,310,4.5,"['pickup', 'delivery']",$,+12065564879,"venezuelan,empanadas,sandwiches",47.6647592219734,-122.312693352331
33,vjt8PUqwPEDGhiqK6_dr9A,el-camino-seattle,El Camino,https://www.yelp.com/biz/el-camino-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,467,3.5,"['pickup', 'delivery']",$$,+12066327303,"mexican,bars,desserts",47.650496,-122.350942
34,lj_PZ56a3GI4snjxN1qOmQ,gorditos-seattle-2,Gordito's,https://www.yelp.com/biz/gorditos-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,782,4.0,['delivery'],$,+12067069352,"mexican,breakfast_brunch",47.69054,-122.355963
35,5YBPO55cdj8lPRV29PTwMg,el-chupacabra-seattle,El Chupacabra,https://www.yelp.com/biz/el-chupacabra-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,709,3.5,"['pickup', 'delivery']",$$,+12067064889,"mexican,bars",47.67814,-122.35568
36,SJ44m4SCKjhUO_1bhIZzLw,taco-del-mar-seattle-10,Taco Del Mar,https://www.yelp.com/biz/taco-del-mar-seattle-10?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,28,3.0,"['pickup', 'delivery']",$,+12067290670,"mexican,hotdogs,tex-mex",47.675732,-122.3160718
37,HSZiy61byjZ-eOl6oSvvMg,eureka-seattle-4,Eureka!,https://www.yelp.com/biz/eureka-seattle-4?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,720,4.0,"['pickup', 'delivery']",$$,+12068129655,tradamerican,47.6619,-122.29909
38,58cEuMDzyS2TkDm_oYEROQ,cactus-restaurants-seattle,Cactus Restaurants,https://www.yelp.com/biz/cactus-restaurants-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,518,4.0,['delivery'],$$,+12063244140,"tex-mex,mexican,newmexican",47.636175,-122.2776929
39,0UQsEeVHWubNJxSkbptu8g,taco-bell-seattle-18,Taco Bell,https://www.yelp.com/biz/taco-bell-seattle-18?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,89,2.5,['delivery'],$,+12067290986,"hotdogs,mexican",47.694489,-122.344018
40,XIdmWw-OMx5nhpuTSdxYlQ,aladdin-gyro-cery-seattle,Aladdin Gyro-Cery,https://www.yelp.com/biz/aladdin-gyro-cery-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,486,4.0,"['delivery', 'pickup']",$,+12066325253,"greek,mediterranean,halal",47.65805,-122.31346
41,OJlYzcWkdrHhDyzwJi3bIQ,mojito-seattle,Mojito,https://www.yelp.com/biz/mojito-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,782,4.5,"['delivery', 'pickup']",$$,+12065253162,"cuban,colombian,venezuelan",47.68448,-122.31602
42,Hls6HZAZFNo0tK6C-ewQtg,señor-villa-seattle,Señor Villa,https://www.yelp.com/biz/se%C3%B1or-villa-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,283,3.5,"['delivery', 'pickup']",$$,+12065175660,"mexican,bars",47.68775,-122.31141
43,bsY2THh3ItQ2bXjmrOnT1w,chipotle-mexican-grill-seattle-12,Chipotle Mexican Grill,https://www.yelp.com/biz/chipotle-mexican-grill-seattle-12?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,55,2.5,['delivery'],$,+12065252147,"mexican,hotdogs",47.6619057,-122.298734681597
44,RS-Hlsx7k90m5QODHDs5Cg,tapas-lab-seattle,Tapas Lab,https://www.yelp.com/biz/tapas-lab-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,170,4.5,"['delivery', 'pickup']",$$,+12067751744,"tapasmallplates,spanish,asianfusion",47.67934,-122.32439
45,SjivqxsLBimALQJjjysa2A,taco-del-mar-seattle-20,Taco Del Mar,https://www.yelp.com/biz/taco-del-mar-seattle-20?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,53,3.5,"['delivery', 'pickup']",$,+12067064063,"mexican,hotdogs,tex-mex",47.687095,-122.354995
46,WxUTo2tUjcN5AxA6UzRFfw,big-time-brewing-company-seattle,Big Time Brewing Company,https://www.yelp.com/biz/big-time-brewing-company-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,299,4.0,['delivery'],$$,+12065454509,"pubs,pizza,breweries",47.65784,-122.31354
47,w-lHnicR4mBMYbP2UU6m6w,the-yard-cafe-seattle,The Yard Cafe,https://www.yelp.com/biz/the-yard-cafe-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,282,3.5,['delivery'],$$,+12065881746,"bars,mexican",47.6894402314399,-122.355698894402
48,cKK_GWFw0UBKb4mflkljtg,siganos-seattle-6,Siganos,https://www.yelp.com/biz/siganos-seattle-6?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,4,2.5,[],$,+12066851850,"foodtrucks,mexican",47.6511116027832,-122.309120178223
49,EAhPBA_qT2fe3RFk9eii3g,joey-kitchen-at-university-village-seattle-2,JOEY Kitchen At University Village,https://www.yelp.com/biz/joey-kitchen-at-university-village-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,756,4.0,['delivery'],$$,+12065276188,"newamerican,steak,sandwiches",47.66164,-122.29969
50,Aynv2WtgWKwf1af15AOHAg,jack-in-the-box-seattle-14,Jack in the Box,https://www.yelp.com/biz/jack-in-the-box-seattle-14?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,79,1.5,['delivery'],$,+12065255599,"burgers,hotdogs,tacos",47.6647661,-122.313355
51,Lor2nktYi-oiKGeLsywr4w,sizzle-and-crunch-seattle,Sizzle&Crunch,https://www.yelp.com/biz/sizzle-and-crunch-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,364,4.0,['delivery'],$,,"vietnamese,salad,sandwiches",47.65822,-122.31372
52,yds87barU543IKsndiiBqA,bok-a-bok-fried-chicken-seattle-9,Bok a Bok Fried Chicken,https://www.yelp.com/biz/bok-a-bok-fried-chicken-seattle-9?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,68,3.0,"['delivery', 'pickup']",$$,+12066695976,"chicken_wings,chickenshop,sandwiches",47.66671,-122.3134
53,DgNKaOrCZg4CB51QY2DHMQ,eight-row-seattle,Eight Row,https://www.yelp.com/biz/eight-row-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,95,4.0,['delivery'],$$$,+12062943178,"newamerican,beerbar",47.68012,-122.32437
54,TTVoBSvEWF65Z6BEKK9mbw,lula-salads-seattle,Lula Salads,https://www.yelp.com/biz/lula-salads-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,64,5.0,['delivery'],$,+12068660405,"salad,foodtrucks",47.6619371,-122.3409264
55,wsYDBIQxnq7RtSlfa6xqBQ,don-luchos-restaurant-and-pisco-bar-seattle-4,Don Lucho's Restaurant & Pisco Bar,https://www.yelp.com/biz/don-luchos-restaurant-and-pisco-bar-seattle-4?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,167,4.5,['delivery'],$$,+12062571333,"peruvian,sandwiches,desserts",47.686674,-122.31782
56,xW8aXxMdmqbRqhE_noP1RQ,stone-way-cafe-seattle,Stone Way Cafe,https://www.yelp.com/biz/stone-way-cafe-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,336,4.0,"['delivery', 'pickup']",$$,+12064204435,"coffee,sandwiches",47.64995,-122.34245
57,BjOCmgbagZLdUMB4g8x60g,veggie-grill-seattle-4,Veggie Grill,https://www.yelp.com/biz/veggie-grill-seattle-4?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,400,4.0,"['delivery', 'pickup']",$$,+12065231961,"newamerican,vegan,vegetarian",47.66288,-122.298584
58,68cen3yX8KV8785KcH_Hug,chile-pepper-restaurant-seattle,Chile Pepper Restaurant,https://www.yelp.com/biz/chile-pepper-restaurant-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,186,3.5,['delivery'],$$,+12065451790,mexican,47.6611595153809,-122.339469909668
59,uxMkOgFI1XislcIMErBWUw,laredos-grill-seattle,Laredo's Grill,https://www.yelp.com/biz/laredos-grill-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,420,4.0,"['delivery', 'pickup']",$$,+12062181040,"tex-mex,bars",47.6270499,-122.34587
60,jY6dEXwUOCwFKbyJWg5PWg,dreamland-bar-and-diner-seattle,Dreamland Bar & Diner,https://www.yelp.com/biz/dreamland-bar-and-diner-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,57,5.0,[],,+12064024902,"breakfast_brunch,beerbar,cocktailbars",47.650109,-122.35162
61,UQ3i_E7q85W6VzsyHfaz8g,the-atlantic-crossing-seattle,The Atlantic Crossing,https://www.yelp.com/biz/the-atlantic-crossing-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,173,4.0,['delivery'],$$,+12067296266,"pubs,british,sportsbars",47.67615,-122.31709
62,hbRLOU75MXN_IZj-7xvjUA,lazy-susan-seattle,Lazy Susan,https://www.yelp.com/biz/lazy-susan-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,57,4.0,['delivery'],$$,+12065882224,"korean,mexican",47.62703,-122.34772
63,j2XFwMQmQ3IQFRyhvicDWQ,beanfish-seattle-3,BeanFish,https://www.yelp.com/biz/beanfish-seattle-3?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,152,4.0,[],$,+12028103474,"foodtrucks,japanese,waffles",47.6501840524394,-122.352953752531
64,lcjPofDCFb4LWeviUqsKCA,dicks-drive-in-seattle-2,Dick's Drive-In,https://www.yelp.com/biz/dicks-drive-in-seattle-2?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,787,3.5,['delivery'],$,+12066325125,"hotdogs,burgers",47.66111,-122.32778
65,-wZ7gDebbQRJVZvLPCeJVA,36-stone-seattle,36 Stone,https://www.yelp.com/biz/36-stone-seattle?adjust_creative=Yd84IPqpgzteXDQ2QE83uA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Yd84IPqpgzteXDQ2QE83uA,52,4.5,['delivery'],$$,+12065563438,"bars,tradamerican",47.65172,-122.34227
